Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate,Part ID
W04152-01,160,3,57,1.88,44000,220,8/13/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188,101
W04090,100,3,33,3,37800,189,8/26/2024,11,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W04249,100,2,32,2,37800,189,8/26/2024,16,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W03932,35,1,100,2.86,37800,189,8/26/2024,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,55
W03934,37,1,42,2.7,37800,189,8/26/2024,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,209
W03149,100,3,39,3,37800,189,8/26/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,94
W04302,500,4,11,0.8,37800,189,8/26/2024,3,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,235
W03758,1104,15,12,1.36,37800,189,8/26/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0,37
W03701,160,1,15,0.63,37800,189,8/26/2024,15,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,6
W04217,70,1,11,1.43,37800,189,8/26/2024,11,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
W04214,80,1,13,1.25,37800,189,8/26/2024,13,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,203
W04060,36,3,60,8.33,37800,189,8/26/2024,20,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
W04138,100,1,17,1,37800,189,8/26/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W04152-01,160,1,19,0.63,37800,189,8/26/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
W04337,36,1,100,2.78,37600,188,9/3/2024,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0,55
W04491,30,2,160,6.67,37600,188,9/3/2024,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,71
W03149,100,5,65,5,37600,188,9/3/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,94
W03758,1104,14,12,1.27,37600,188,9/3/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0,37
W04237,1000,29,7,2.9,37600,188,9/3/2024,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
W04518,250,4,6,1.6,37600,188,9/3/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
W04217,70,1,11,1.43,37600,188,9/3/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,169
W04216,70,1,11,1.43,37600,188,9/3/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,111
W04152-01,160,3,57,1.88,37600,188,9/3/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188,101
W04355,252,3,9,1.19,27800,139,9/9/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119,0,187
W04596,500,12,20,2.4,27800,139,9/9/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.006,69
W04490,24,2,11,8.33,27800,139,9/9/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0,246
W04405,60,5,11,8.33,27800,139,9/9/2024,2,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
W04375,30,2,3,6.67,27800,139,9/9/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,248
W04521,30,2,31,6.67,27800,139,9/9/2024,16,0,0,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0.0333,249
W04086,50,1,9,2,27800,139,9/9/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,81
W04237,1000,72,18,7.2,27800,139,9/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,244
W04518,250,10,16,4,27800,139,9/9/2024,2,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
W03938,25,6,101,24,27800,139,9/9/2024,17,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.2,0,87
W04351-01,28,1,3,3.57,27800,139,9/9/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
W04130,25,9,86,36,27800,139,9/9/2024,10,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.24,0,47
W04129,10,1,19,10,27800,139,9/9/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,251
W04371,96,4,6,4.17,35400,177,9/16/2024,2,0,0,0,0,0,0,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,64
W04258,400,4,2,1,35400,177,9/16/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,252
W04086,50,1,9,2,35400,177,9/16/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,81
W03701,160,5,75,3.13,35400,177,9/16/2024,15,0,0,0,0,0.02,0,0,0,0.0063,0,0,0,0,0,0,0,0,0.0063,0,0,6
W04310,80,1,32,1.25,35400,177,9/16/2024,32,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03461,75,1,12,1.33,35400,177,9/16/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,16
W04560,180,1,9,0.56,38800,194,9/17/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
W03933,42,1,32,2.38,38800,194,9/17/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238,0,132
W04371,96,27,43,28.13,38800,194,9/17/2024,2,0.0521,0,0,0,0.03,0,0.1042,0.0208,0.0417,0,0,0,0,0,0,0,0,0,0.0313,0,64
W04258,400,6,4,1.5,38800,194,9/17/2024,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,252
W04535,15,2,16,13.33,38800,194,9/17/2024,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,253
W03844,100,1,15,1,38800,194,9/17/2024,15,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,40
W04613,164,3,85,1.83,38800,194,9/17/2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183,0,254
W04309,70,1,11,1.43,38800,194,9/17/2024,11,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
W04307,80,2,25,2.5,38800,194,9/17/2024,13,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,137
W04308,70,1,11,1.43,38800,194,9/17/2024,11,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
W04306,80,1,13,1.25,38800,194,9/17/2024,13,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,203
W03461,75,1,12,1.33,38800,194,9/17/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W04253,115,1,21,0.87,38800,194,9/17/2024,21,0,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0,0,0,0,0,0,256
W04352,50,1,6,2,38800,194,9/17/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
W04245-01,100,2,12,2,38800,194,9/17/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,18
W04351-01,28,2,10,7.14,38800,194,9/17/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
W04129,10,1,19,10,38800,194,9/17/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
W04015-01,96,7,114,7.29,38800,194,9/17/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0,0,0,0.0104,0.0521,0,122
W04231-01,160,2,38,1.25,38800,194,9/17/2024,19,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0.0063,0,0,0,0,101
W04504,96,3,3,3.13,54200,271,9/30/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
W04294,120,1,1,0.83,54200,271,9/30/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
W04248,500,22,59,4.4,54200,271,9/30/2024,3,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,201
W04304,150,2,10,1.33,54200,271,9/30/2024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,259
W04237,1000,8,2,0.8,54200,271,9/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,244
W04613,164,1,28,0.61,54200,271,9/30/2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,254
W04530,1000,2,3,0.2,54200,271,9/30/2024,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W04309,70,3,32,4.29,54200,271,9/30/2024,11,0,0,0,0,0,0.03,0,0,0,0,0.0143,0,0,0,0,0,0,0,0,0,169
W04307,80,1,13,1.25,54200,271,9/30/2024,13,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
W03946,300,5,110,1.67,54200,271,9/30/2024,22,0.0033,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W03260,50,9,149,18,54200,271,9/30/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,120
W03937,30,1,21,3.33,54200,271,9/30/2024,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
W03479,100,4,62,4,54200,271,9/30/2024,15,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,30
W04253,115,1,21,0.87,54200,271,9/30/2024,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
W04301-01,420,5,19,1.19,54200,271,9/30/2024,4,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,100
W04509-01,420,2,8,0.48,54200,271,9/30/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
W04482-01,96,3,49,3.13,54200,271,9/30/2024,16,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,122
W04017,250,7,11,2.8,49000,245,10/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
W04422,30,1,101,3.33,49000,245,10/1/2024,101,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
W04304,150,1,5,0.67,49000,245,10/1/2024,5,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
W04161,1104,23,19,2.08,49000,245,10/1/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0,37
W03701,160,5,75,3.13,49000,245,10/1/2024,15,0,0,0,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W04317,100,4,64,4,49000,245,10/1/2024,16,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
W04570,100,1,15,1,49000,245,10/1/2024,15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
W04543,126,4,17,3.17,49000,245,10/1/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
W04613,164,3,85,1.83,49000,245,10/1/2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,254
W04530,1000,16,27,1.6,49000,245,10/1/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0.01,0,263
W04007,300,2,5,0.67,49000,245,10/1/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
W04644,250,3,5,1.2,49000,245,10/1/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
W03479,100,2,31,2,49000,245,10/1/2024,15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
W04515,100,2,7,2,49000,245,10/1/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,264
W04552-01,420,29,112,6.9,49000,245,10/1/2024,4,0,0,0,0.0024,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.0405,0.0024,100
W04232,50,1,7,2,49000,245,10/1/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
W04345-01,72,2,33,2.78,49000,245,10/1/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
W04636,80,8,87,10,39600,198,10/8/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W04250,100,4,63,4,39600,198,10/8/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,139
W04251,100,1,16,1,39600,198,10/8/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,139
W04626,50,1,80,2,39600,198,10/8/2024,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,71
W04647,100,10,16,10,39600,198,10/8/2024,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
W04260,500,2,5,0.4,39600,198,10/8/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
W03701,160,1,15,0.63,39600,198,10/8/2024,15,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W04027,100,1,15,1,39600,198,10/8/2024,15,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
W04542,400,10,24,2.5,39600,198,10/8/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,265
W04007,300,1,3,0.33,39600,198,10/8/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,202
W04459,120,4,6,3.33,39600,198,10/8/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0.025,266
W04672-01,10,1,18,10,39600,198,10/8/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,66
W04232,50,2,14,4,39600,198,10/8/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,105
W04230,30,2,6,6.67,39600,198,10/8/2024,3,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,48
W04138,100,4,68,4,39600,198,10/8/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,88
W04636,80,3,33,3.75,43200,216,10/21/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,2
W04634,100,1,21,1,43200,216,10/21/2024,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,96
W04651,48,1,10,2.08,43200,216,10/21/2024,10,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
W04727,240,1,4,0.42,43200,216,10/21/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,208
W04613,164,5,142,3.05,43200,216,10/21/2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,254
W04732,1000,1,2,0.1,43200,216,10/21/2024,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W04193,25,1,18,4,43200,216,10/21/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,7
W04642-01,160,2,38,1.25,43200,216,10/21/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.0063,101
W03211,100,1,11,1,50600,253,10/28/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W03208,100,1,16,1,50600,253,10/28/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,139
W04765,152,1,1,0.66,50600,253,10/28/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,36
W04674,100,1,6,1,50600,253,10/28/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,44
W04804,100,2,160,2,50600,253,10/28/2024,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,71
W03148,100,2,8,2,50600,253,10/28/2024,4,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,159
W04786,1452,11,7,0.76,50600,253,10/28/2024,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,227
W04808,100,20,335,20,50600,253,10/28/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,189
W04739,126,2,9,1.59,50600,253,10/28/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0,0,0,0,0,0,136
W04738,40,1,18,2.5,50600,253,10/28/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,117
W04009,400,1,2,0.25,50600,253,10/28/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
W04531,1000,8,13,0.8,50600,253,10/28/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,14
W04472,80,1,64,1.25,50600,253,10/28/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,124
W04470,70,2,21,2.86,50600,253,10/28/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,111
W04468,80,2,25,2.5,50600,253,10/28/2024,13,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,203
W04382,50,1,6,2,50600,253,10/28/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
W04625-01,300,19,73,6.33,50600,253,10/28/2024,4,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,100
W04621-01,72,1,16,1.39,50600,253,10/28/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,122
W04121,100,1,37,1,45400,225,11/4/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
W04845,16,1,37,6.25,45400,225,11/4/2024,37,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,268
W04191,200,1,15,0.5,45400,225,11/4/2024,15,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W04786,1452,16,10,1.1,45400,225,11/4/2024,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,227
W04739,126,3,13,2.38,45400,225,11/4/2024,4,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0,136
W04738,40,3,53,7.5,45400,225,11/4/2024,18,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,117
W04732,1000,3,5,0.3,45400,225,11/4/2024,2,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,14
W04472,80,2,64,2.5,45400,225,11/4/2024,32,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,124
W04778,50,2,9,4,45400,225,11/4/2024,4,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,269
W03945,351,1,22,0.28,45400,225,11/4/2024,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,15
W03293,25,2,24,8,45400,225,11/4/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,16
W04382,50,1,6,2,45400,225,11/4/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,121
W04625-01,300,10,39,3.33,45400,225,11/4/2024,4,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
W04193,25,1,18,4,45400,225,11/4/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W04484,25,1,9,4,45400,225,11/4/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
W04379,36,6,121,16.67,45400,225,11/4/2024,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
W04244,100,1,17,1,45400,225,11/4/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W04728-01,72,3,49,4.17,45400,225,11/4/2024,16,0,0,0,0,0,0,0,0,0,0,0.0139,0,0,0,0.0278,0,0,0,0,0,122
W04121,100,3,111,3,41200,206,11/11/2024,37,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,63
W04575,120,1,7,0.83,41200,206,11/11/2024,7,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
W04692,53,3,10,5.66,41200,206,11/11/2024,3,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
W04627,120,1,60,0.83,41200,206,11/11/2024,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,272
W04537,500,2,5,0.4,41200,206,11/11/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
W04845,16,1,37,6.25,41200,206,11/11/2024,37,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,268
W04432,130,2,30,1.54,41200,206,11/11/2024,15,0,0,0,0,0.01,0,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W03842,1000,2,4,0.2,41200,206,11/11/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W04613,164,1,28,0.61,41200,206,11/11/2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,254
W04746,80,2,64,2.5,41200,206,11/11/2024,32,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,124
W04778,50,4,17,8,41200,206,11/11/2024,4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,269
W04810,30,2,10,6.67,41200,206,11/11/2024,5,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
W04196,50,1,12,2,41200,206,11/11/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,274
W04788,10,7,149,70,41200,206,11/11/2024,21,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,260
W04774,15,1,72,6.67,41200,206,11/11/2024,72,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
W03294,30,1,15,3.33,41200,206,11/11/2024,15,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
W04484,25,1,9,4,41200,206,11/11/2024,9,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
W04244,100,1,17,1,41200,206,11/11/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W04728-01,72,7,114,9.72,41200,206,11/11/2024,16,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
W04972,500,1,3,0.2,47000,235,11/18/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,201
W04645,30,2,17,6.67,47000,235,11/18/2024,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,276
W04695,126,1,1,0.79,47000,235,11/18/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0,277
W03842,1000,2,4,0.2,47000,235,11/18/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W04028,100,4,60,4,47000,235,11/18/2024,15,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,40
W04531,1000,2,3,0.2,47000,235,11/18/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,14
W04374,100,7,221,7,47000,235,11/18/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,67
W04532,200,10,42,5,44600,223,11/25/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,115
W04627,120,1,60,0.83,44600,223,11/25/2024,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,272
W04789,300,4,15,1.33,44600,223,11/25/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,278
W04028,100,1,15,1,44600,223,11/25/2024,15,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,40
W04915,110,6,192,5.45,44600,223,11/25/2024,32,0,0,0,0,0,0,0.0273,0,0,0,0,0,0,0.0182,0,0,0,0,0.0091,0,124
W04698,201,1,22,0.5,44600,223,11/25/2024,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W04196,50,1,12,2,44600,223,11/25/2024,12,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W03294,30,5,77,16.67,44600,223,11/25/2024,15,0,0,0,0,0.03,0,0.0333,0.0333,0,0,0,0,0,0,0,0,0,0,0.1,0,30
W04387,30,1,6,3.33,44600,223,11/25/2024,6,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,279
W04640-01,300,6,23,2,44600,223,11/25/2024,4,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
